match_won,opposition_win_percentage,home,fifty_plus_t1,fifty_plus_partnerships_t1,dots_t1,run_rate_t1,highest_ind_sr_t1,fours_t2,sixes_t2,wickets_t2,run_rate_t2
0,1.0,0,0,0,52,4.9,104.54,,,,
0,0.0,0,0,0,41,7.77,168.0,,,,
0,1.0,1,0,0,49,4.84,113.63,,,,
1,0.0,1,2,1,29,9.75,164.7,,,,
0,0.0,1,0,0,46,5.93,145.0,,,,
0,0.75,1,1,1,33,8.31,150.0,,,,
0,0.8,0,0,0,43,6.2,137.03,,,,
1,0.2857,1,0,0,38,7.63,216.66,,,,
1,0.7143,1,1,1,34,9.27,135.89,,,,
1,0.25,0,1,1,38,7.9,142.85,,,,
0,0.75,0,0,0,31,6.54,134.78,,,,
1,0.5,1,0,0,36,6.34,109.09,,,,
0,0.6,1,1,1,37,6.47,110.86,,,,
1,0.2,0,0,0,36,7.63,240.0,,,,
0,0.5,0,1,1,40,7.84,157.14,,,,
0,0.25,1,0,1,35,8.38,138.23,,,,
0,0.4167,0,1,1,30,8.93,144.18,,,,
1,0.8462,1,2,1,31,9.75,176.0,,,,
1,0.5385,2,0,2,35,9.27,176.92,,,,
1,0.3333,2,1,1,25,9.06,185.71,,,,
0,0.4286,2,0,1,35,7.5,188.23,,,,
1,0.3125,2,1,1,29,9.27,157.77,,,,
0,0.5625,2,0,1,35,6.75,148.0,,,,
0,0.7368,2,0,1,33,6.75,121.62,,,,
0,0.2632,2,0,0,38,6.34,108.1,,,,
0,0.7143,2,0,0,40,6.81,111.42,,,,
1,0.5789,2,0,1,31,8.86,136.36,,,,
1,0.6364,2,2,1,33,9.2,179.06,,,,
1,0.6087,2,1,2,34,9.2,136.17,,,,
0,0.5714,2,0,0,43,4.84,96.0,,,,
0,0.5714,2,0,0,43,4.97,96.15,,,,
0,0.4783,2,0,0,48,6.13,186.95,,,,
1,0.3333,2,0,1,36,7.15,205.55,,,,
0,0.36,2,1,0,33,7.09,157.89,,,,
0,0.32,2,0,1,37,5.79,82.5,,,,
0,0.32,2,0,0,52,5.18,183.33,,,,
0,0.5926,2,0,1,38,7.36,112.19,,,,
1,0.3333,2,1,1,37,7.56,140.74,,,,
0,0.3214,2,1,1,37,7.36,139.47,,,,
0,0.4286,2,0,1,33,7.15,133.33,,,,
1,0.4483,2,0,0,40,6.61,157.14,,,,
0,0.5862,1,1,1,35,7.7,121.73,,,,
1,0.6129,0,1,0,20,10.77,196.87,,,,
0,0.4375,0,0,0,42,5.25,108.33,,,,
1,0.3793,1,0,0,29,8.31,125.0,,,,
0,0.4667,0,0,1,34,6.54,93.18,,,,
0,0.4667,0,0,1,34,6.61,93.18,,,,
1,0.5588,1,0,0,39,6.95,71.42,,,,
1,0.4857,0,0,0,21,8.72,134.37,,,,
0,0.6176,0,0,0,30,7.29,138.09,,,,
1,0.5294,0,1,1,34,8.52,125.0,,,,
1,0.4,0,0,0,43,6.75,122.85,,,,
1,0.375,1,1,1,27,8.93,163.63,,,,
0,0.5152,0,1,0,28,7.84,124.44,,,,
1,0.6389,1,0,0,28,7.84,118.18,,,,
1,0.3784,1,0,1,30,7.29,140.0,,,,
1,0.4737,1,0,0,37,8.45,130.0,,,,
1,0.5429,1,0,1,30,8.31,112.9,,,,
0,0.6154,0,0,1,31,8.25,133.33,,,,
0,0.359,1,1,0,39,6.81,144.44,,,,
0,0.359,1,1,0,39,7.15,144.44,,,,
1,0.625,0,0,1,30,7.15,115.38,,,,
1,0.4634,1,0,1,38,7.22,136.66,,,,
0,0.4524,1,0,0,50,5.59,88.0,,,,
0,0.5349,1,1,1,31,8.86,140.42,,,,
0,0.3846,0,0,1,36,5.72,124.32,,,,
1,0.4318,2,0,1,35,6.54,93.75,,,,
1,0.4,1,1,1,27,6.95,115.9,,,,
0,0.4565,1,0,1,29,8.11,140.62,,,,
0,0.5,0,0,0,55,4.36,60.0,,,,
1,0.4043,1,1,1,36,7.84,117.77,,,,
0,1.0,0,0,1,42,7.22,151.72,,,,
1,0.4583,1,0,1,32,7.7,102.7,,,,
0,0.0,1,1,2,32,8.11,122.22,,,,
1,0.5435,0,1,1,28,8.79,151.21,,,,
1,0.5,1,0,1,35,6.61,120.0,,,,
0,0.451,1,0,0,28,7.77,129.41,,,,
1,0.5,0,1,1,44,6.06,135.89,,,,
1,0.4286,0,1,1,43,6.2,144.73,,,,
0,0.58,0,0,0,36,6.81,166.66,,,,
0,0.4815,0,0,0,38,6.61,96.0,,,,
1,0.5769,0,1,2,26,9.2,132.5,,,,
1,0.5849,1,0,1,32,8.31,122.58,,,,
1,0.5088,1,2,1,33,11.11,197.36,,,,
1,0.4615,1,0,0,32,6.68,86.48,,,,
0,0.5,0,0,0,52,5.18,118.18,,,,
0,0.5536,1,0,1,26,8.11,108.82,,,,
1,0.5667,0,0,0,34,5.79,112.5,,,,
1,0.4912,1,1,1,29,8.25,142.0,,,,
1,0.4912,1,1,1,29,8.59,142.0,,,,
1,0.5088,1,0,0,37,7.29,125.92,,,,
1,0.4167,0,0,0,33,8.11,156.0,,,,
1,0.4167,0,0,0,33,8.18,156.0,,,,
0,0.4746,0,0,0,40,6.27,100.0,,,,
0,0.431,0,0,0,42,5.65,103.7,,,,
0,0.4762,1,1,2,28,8.52,158.13,,,,
0,0.4426,1,0,0,28,6.61,106.66,,,,
1,0.5556,0,0,0,38,6.95,97.36,,,,
0,0.4848,1,1,1,32,8.25,173.68,,,,
0,0.4769,1,0,0,35,6.95,111.11,,,,
0,0.5753,1,0,0,43,5.79,150.0,,,,
1,0.3077,0,1,1,36,8.72,183.87,,,,
0,0.4928,0,1,1,25,8.52,146.51,,,,
0,0.5694,1,0,0,42,7.15,100.0,,,,
1,0.5753,0,0,0,36,6.34,95.34,,,,
1,0.2857,0,0,1,35,6.88,102.63,,,,
1,0.5417,2,0,0,33,6.4,200.0,,,,
0,0.4932,1,0,0,48,4.22,82.6,,,,
0,0.2581,0,1,1,33,6.61,112.5,,,,
1,0.2813,1,0,2,33,7.7,151.72,,,,
0,0.5854,0,0,1,32,7.5,113.15,,,,
0,0.5854,0,0,1,32,7.63,112.82,,,,
1,0.2941,0,0,0,45,4.97,100.0,,,,
1,0.4937,0,0,1,32,7.43,116.66,,,,
0,0.5882,1,0,0,41,6.06,131.57,,,,
0,0.593,0,1,1,24,8.59,162.0,,,,
1,0.2778,1,1,1,31,12.68,280.39,,,,
0,0.481,0,0,0,34,7.43,147.61,,,,
1,0.4875,1,1,1,24,9.75,156.36,,,,
0,0.5375,0,0,0,30,7.84,212.5,,,,
1,0.2632,0,0,1,29,6.68,125.0,,,,
0,0.494,0,0,0,51,5.25,125.0,,,,
1,0.2564,0,1,1,29,7.97,118.6,,,,
0,0.5366,0,1,1,40,8.45,131.7,,,,
0,0.5422,0,0,0,41,6.61,109.67,,,,
1,0.2439,0,1,0,37,6.34,113.63,,,,
1,0.2439,0,1,0,37,6.4,113.63,,,,
1,0.4824,0,0,0,41,6.4,105.26,,,,
0,0.4824,0,0,0,31,5.38,91.66,,,,
0,0.5843,0,1,1,28,8.38,143.9,,,,
0,0.4767,1,1,1,38,7.43,135.0,,,,
0,0.4767,1,1,1,38,7.5,135.0,,,,
1,0.4828,1,0,1,34,7.29,134.78,,,,
1,0.4884,0,0,1,34,7.29,150.0,,,,
1,0.5581,1,1,1,31,8.65,159.45,,,,
1,0.4773,1,0,1,37,7.02,161.53,,,,
1,0.5517,1,0,0,35,6,111.11,,,,
1,0.4719,1,1,0,38,7.09,152.94,,,,
1,0.4719,1,1,0,38,7.15,152.94,,,,
0,0.4615,2,0,1,30,7.56,114.28,,,,
0,0.5376,2,0,0,48,4.77,84.0,,,,
0,0.5161,2,0,0,40,6.61,109.37,,,,
0,0.56,0,0,1,37,8.25,166.66,,,,
0,0.5474,1,0,0,31,6.27,127.27,,,,
1,0.4681,1,0,2,28,7.77,125.71,,,,
1,0.5567,0,0,0,29,6.61,165.0,,,,
0,0.5417,1,0,0,30,8.04,184.21,,,,
0,0.551,1,0,1,39,6.95,213.63,,,,
0,0.551,1,0,1,39,7.02,213.63,,,,
0,0.5253,1,0,1,33,8.11,153.12,,,,
1,0.5489999999999999,1,0,1,36,8.11,114.28,,,,
0,0.5741,0,2,1,32,9.06,163.63,,,,
1,0.6106,2,1,1,25,11.31,220.45,,,,
1,0.5283,0,0,0,40,7.43,143.47,,,,
1,0.5283,0,0,0,40,7.5,143.47,,,,
0,0.4953,1,1,1,28,7.77,126.08,,,,
1,0.5,0,1,1,35,7.56,150.0,,,,
0,0.5094,1,0,1,36,7.5,126.92,,,,
0,0.514,1,0,0,40,6.75,114.28,,,,
0,0.5182,1,1,1,27,9.27,141.3,,,,
0,0.4911,1,0,0,41,5.79,130.43,,,,
1,0.5179,0,1,0,33,6.88,141.46,,,,
1,0.5043,1,1,1,30,11.31,210.41,,,,
1,0.4211,1,0,0,37,7.36,103.22,,,,
0,0.5175,0,0,0,32,8.65,114.7,,,,
1,0.4174,0,0,0,36,6.68,103.84,,,,
0,0.5691,1,0,0,40,4.97,104.16,,,,
1,0.6077,2,2,1,29,9.68,151.11,,,,
0,0.5128,0,0,0,52,6.2,170.0,,,,
0,0.5748,1,2,1,22,8.93,122.72,,,,
0,0.4202,1,2,1,21,9.61,153.84,,,,
0,0.5167,1,0,0,36,6.4,125.0,,,,
1,0.5725,1,1,1,26,7.29,124.39,,,,
1,0.5725,1,1,1,26,7.36,124.39,,,,
0,0.8333,1,2,1,18,9.2,184.61,,,,
0,0.5161,1,1,1,29,7.63,162.5,,,,
0,0.25,1,0,0,29,7.5,139.13,,,,
0,0.5192,0,0,0,41,5.59,115.99,,,,
0,0.5735,1,0,0,41,5.86,111.11,,,,
0,0.5197,0,0,0,35,6.27,122.22,,,,
1,0.4331,1,1,1,29,9.81,230.76,,,,
0,0.5,1,2,1,27,8.31,150.0,,,,
0,0.25,0,0,0,45,4.84,95.34,,,,
0,0.5833,0,0,0,41,5.52,131.57,,,,
1,0.5191,2,0,1,32,7.15,147.61,,,,
1,0.5147,0,1,1,26,9.47,181.57,,,,
0,0.5674,0,0,0,30,7.63,117.85,,,,
0,0.4741,0,0,0,45,4.77,114.81,,,,
0,0.5704,0,0,1,36,7.77,144.11,,,,
0,0.5149,0,0,1,39,8.72,147.36,,,,
1,0.5538,1,1,1,28,8.31,174.35,,,,
0,0.5764,0,1,1,31,7.43,145.45,,,,
0,0.5221,1,0,1,24,7.5,156.0,,,,
1,0.5,0,2,1,27,9.95,202.63,,,,
0,0.3684,0,0,1,30,7.5,102.85,,,,
1,0.5,0,1,1,29,9.06,162.5,,,,
1,0.5035,1,0,0,39,7.22,200.0,,,,
0,0.5286,0,1,1,23,8.86,157.89,,,,
1,0.4966,1,0,1,32,7.56,140.62,,,,
1,0.4898,0,0,0,39,5.65,89.28,,,,
1,0.4255,0,1,1,23,9.75,153.48,,,,
0,0.5245,1,0,1,29,6.95,122.5,,,,
