match_won,opposition_win_percentage,home,fifty_plus_t1,fifty_plus_partnerships_t1,dots_t1,run_rate_t1,highest_ind_sr_t1,fours_t2,sixes_t2,wickets_t2,run_rate_t2
0,1.0,0,0,0,18,4.6,100.0,,,,
0,0.0,0,0,0,20,7.6,123.8,,,,
0,1.0,1,0,0,21,4.6,75.0,,,,
1,0.0,1,0,0,18,8,187.5,,,,
0,0.0,1,0,0,16,7.6,155.55,,,,
0,0.75,1,0,0,15,7.4,100.0,,,,
0,0.8,0,0,0,19,6,150.0,,,,
1,0.2857,1,0,0,17,7.2,120.0,,,,
1,0.7143,1,0,0,15,7.6,100.0,,,,
1,0.25,0,0,0,16,6.6,142.1,,,,
0,0.75,0,0,0,10,7.8,150.0,,,,
1,0.5,1,0,0,15,5.6,86.66,,,,
0,0.6,1,0,0,17,5.6,94.11,,,,
1,0.2,0,0,0,14,9.6,240.0,,,,
0,0.5,0,0,0,14,8.6,147.05,,,,
0,0.25,1,0,0,13,6.8,88.23,,,,
0,0.4167,0,0,0,13,7.4,107.14,,,,
1,0.8462,1,0,0,16,8.2,141.17,,,,
1,0.5385,2,0,0,15,8.6,191.66,,,,
0,0.5,2,0,1,7,10.4,156.25,,,,
1,0.3333,2,0,1,9,11.2,257.14,,,,
0,0.4286,2,0,0,15,7.2,209.09,,,,
1,0.3125,2,0,0,12,9.8,155.55,,,,
0,0.5625,2,0,0,15,7,154.54,,,,
0,0.7368,2,0,0,16,7.2,145.45,,,,
0,0.2632,2,0,0,16,8.8,131.25,,,,
0,0.7143,2,0,0,17,7,156.25,,,,
1,0.5789,2,0,0,14,7.2,133.33,,,,
1,0.6364,2,0,0,16,8.8,119.04,,,,
1,0.6087,2,0,0,13,9,225.0,,,,
0,0.5714,2,0,0,19,5,116.66,,,,
0,0.4783,2,0,0,18,8.6,171.42,,,,
1,0.3333,2,0,0,18,6.4,118.18,,,,
0,0.36,2,0,0,12,8.6,200.0,,,,
0,0.32,2,0,0,16,5.8,111.11,,,,
0,0.32,2,0,0,19,7.6,183.33,,,,
0,0.5926,2,0,0,20,5.6,100.0,,,,
1,0.3333,2,0,0,17,6.2,107.14,,,,
0,0.3214,2,0,0,17,8.2,135.29,,,,
0,0.4286,2,0,0,10,9.2,160.0,,,,
1,0.4483,2,0,0,19,4.6,90.9,,,,
0,0.5862,1,0,0,15,7.8,212.5,,,,
1,0.6129,0,0,0,10,11.2,250.0,,,,
0,0.4375,0,0,0,15,5.4,94.11,,,,
1,0.3793,1,0,0,12,8.4,134.78,,,,
0,0.4667,0,0,0,18,6.8,113.33,,,,
1,0.5588,1,0,0,18,5.8,111.76,,,,
1,0.4857,0,0,0,8,11.6,235.71,,,,
0,0.6176,0,0,0,11,8.4,192.3,,,,
1,0.5294,0,0,0,18,9,166.66,,,,
1,0.4,0,0,0,18,8.4,130.76,,,,
1,0.375,1,0,0,11,11.2,205.26,,,,
0,0.5152,0,0,0,14,8.2,140.0,,,,
1,0.6389,1,0,0,14,9,158.33,,,,
1,0.3784,1,0,0,7,9.4,161.11,,,,
1,0.4737,1,0,0,14,9.6,159.09,,,,
1,0.5429,1,0,0,16,7,82.35,,,,
0,0.6154,0,0,0,14,8.4,142.85,,,,
0,0.359,1,0,0,16,7.8,169.23,,,,
1,0.625,0,0,0,14,8.2,166.66,,,,
1,0.4634,1,0,0,17,5.6,120.0,,,,
0,0.4524,1,0,0,19,4.8,112.5,,,,
0,0.5349,1,0,0,15,8.6,262.5,,,,
0,0.3846,0,0,0,14,5.8,91.66,,,,
1,0.4318,2,0,0,18,6.2,150.0,,,,
1,0.4,1,0,0,15,6.4,107.69,,,,
0,0.4565,1,0,0,11,8.4,160.0,,,,
0,0.5,0,0,0,21,5.2,200.0,,,,
1,0.4043,1,0,0,14,6.8,116.66,,,,
0,1.0,0,0,0,19,4.8,110.52,,,,
1,0.4583,1,0,0,16,6.8,80.0,,,,
0,0.0,1,0,0,13,7,143.75,,,,
1,0.5435,0,0,0,15,7.2,127.27,,,,
1,0.5,1,0,0,14,7,100.0,,,,
0,0.451,1,0,0,13,6.8,143.75,,,,
1,0.5,0,0,0,21,3.8,60.0,,,,
1,0.4286,0,0,0,17,6.2,150.0,,,,
0,0.58,0,0,0,13,7.4,150.0,,,,
0,0.4815,0,0,0,12,8.2,117.64,,,,
1,0.5769,0,0,0,7,9.4,200.0,,,,
