match_won,opposition_win_percentage,home,fifty_plus_t1,fifty_plus_partnerships_t1,dots_t1,run_rate_t1,highest_ind_sr_t1,fours_t2,sixes_t2,wickets_t2,run_rate_t2
0,1.0,0,0,0,28,6,109.52,,,,
0,0.0,0,0,0,24,8.93,123.8,,,,
0,1.0,1,0,0,32,4.59,66.66,,,,
1,0.0,1,0,0,22,8.04,175.0,,,,
0,0.0,1,0,0,25,6.25,145.0,,,,
0,0.75,1,0,0,21,8.17,138.88,,,,
0,0.8,0,0,0,29,5.61,130.76,,,,
1,0.2857,1,0,0,26,6.25,90.9,,,,
1,0.7143,1,0,0,22,8.68,152.94,,,,
1,0.25,0,0,1,23,7.27,132.25,,,,
0,0.75,0,0,0,15,7.4,145.0,,,,
1,0.5,1,0,0,20,6.89,100.0,,,,
0,0.6,1,0,0,21,5.74,107.4,,,,
1,0.2,0,0,0,21,8.93,240.0,,,,
0,0.5,0,0,1,24,9.19,165.51,,,,
0,0.25,1,0,1,19,7.78,132.0,,,,
0,0.4167,0,0,0,21,7.65,104.76,,,,
1,0.8462,1,1,1,20,9.44,178.57,,,,
1,0.5385,2,0,1,23,8.93,185.71,,,,
0,0.5,2,0,1,17,8.93,180.95,,,,
1,0.3333,2,1,1,16,10.72,203.7,,,,
0,0.4286,2,0,0,22,7.14,188.23,,,,
1,0.3125,2,0,0,18,9.06,159.25,,,,
1,0.3125,2,0,0,18,9.19,159.25,,,,
0,0.5625,2,0,0,20,7.14,136.84,,,,
0,0.7368,2,0,0,21,6.63,145.45,,,,
0,0.2632,2,0,0,27,6.76,111.53,,,,
0,0.7143,2,0,0,29,5.48,111.11,,,,
1,0.5789,2,0,0,21,7.65,157.89,,,,
1,0.6364,2,0,1,19,8.68,113.33,,,,
1,0.6087,2,0,1,19,8.8,132.14,,,,
0,0.5714,2,0,0,28,4.34,107.14,,,,
0,0.5714,2,0,0,28,4.46,107.14,,,,
0,0.4783,2,0,0,29,7.91,186.95,,,,
1,0.3333,2,0,1,22,8.55,205.55,,,,
0,0.36,2,0,0,20,7.4,155.0,,,,
0,0.32,2,0,0,24,5.1,111.11,,,,
0,0.32,2,0,0,30,6.51,183.33,,,,
0,0.5926,2,0,0,26,6.63,89.47,,,,
1,0.3333,2,0,0,26,6.51,92.0,,,,
0,0.3214,2,0,1,24,8.55,144.0,,,,
0,0.4286,2,0,1,17,8.55,144.0,,,,
1,0.4483,2,0,0,24,6.89,176.47,,,,
0,0.5862,1,0,0,27,6.89,100.0,,,,
1,0.6129,0,1,0,12,11.1,221.73,,,,
0,0.4375,0,0,0,25,4.85,88.88,,,,
1,0.3793,1,0,0,18,8.04,134.78,,,,
0,0.4667,0,0,1,24,7.02,100.0,,,,
1,0.5588,1,0,0,22,7.53,111.76,,,,
1,0.4857,0,0,0,13,9.95,235.71,,,,
0,0.6176,0,0,0,16,8.8,178.57,,,,
1,0.5294,0,0,0,26,7.14,126.31,,,,
1,0.4,0,0,0,25,8.68,147.36,,,,
1,0.375,1,1,0,17,9.44,176.66,,,,
0,0.5152,0,0,0,20,7.53,122.72,,,,
1,0.6389,1,0,0,19,8.29,158.33,,,,
1,0.3784,1,0,1,19,7.02,140.0,,,,
1,0.4737,1,0,0,25,8.17,159.09,,,,
1,0.5429,1,0,0,22,7.53,100.0,,,,
0,0.6154,0,0,0,19,7.91,119.04,,,,
