match_won,opposition_win_percentage,home,fifty_plus_t1,fifty_plus_partnerships_t1,dots_t1,run_rate_t1,highest_ind_sr_t1,fours_t2,sixes_t2,wickets_t2,run_rate_t2
0,1.0,0,0,0,16,4.88,100.0,,,,
0,0.0,0,0,0,19,6.22,105.26,,,,
0,1.0,1,0,0,18,5.11,92.3,,,,
1,0.0,1,0,0,16,8.66,187.5,,,,
0,0.0,1,0,0,14,8.22,180.0,,,,
0,0.75,1,0,0,14,7.11,100.0,,,,
0,0.8,0,0,0,19,4.66,100.0,,,,
1,0.2857,1,0,0,16,5.77,120.0,,,,
1,0.7143,1,0,0,14,6.66,110.0,,,,
1,0.25,0,0,0,14,7.11,162.5,,,,
0,0.75,0,0,0,10,8,161.53,,,,
1,0.5,1,0,0,13,5.33,86.66,,,,
0,0.6,1,0,0,15,6,100.0,,,,
1,0.2,0,0,0,14,10,240.0,,,,
0,0.5,0,0,0,13,9.11,160.0,,,,
0,0.25,1,0,0,13,5.33,76.92,,,,
0,0.4167,0,0,0,12,7.11,130.0,,,,
1,0.8462,1,0,0,15,8,141.17,,,,
1,0.5385,2,0,0,14,7.77,191.66,,,,
0,0.5,2,0,1,6,11.11,166.66,,,,
1,0.3333,2,0,0,9,10.66,241.66,,,,
0,0.4286,2,0,0,15,6.44,200.0,,,,
1,0.3125,2,0,0,10,10.66,168.75,,,,
0,0.5625,2,0,0,14,6.88,166.66,,,,
0,0.7368,2,0,0,15,6.88,145.45,,,,
0,0.2632,2,0,0,15,8.66,130.76,,,,
0,0.7143,2,0,0,15,7.55,166.66,,,,
1,0.5789,2,0,0,11,8,133.33,,,,
1,0.6364,2,0,0,15,8.44,119.04,,,,
1,0.6087,2,0,0,11,9.77,225.0,,,,
0,0.5714,2,0,0,17,4.66,111.11,,,,
0,0.4783,2,0,0,16,9.33,175.0,,,,
1,0.3333,2,0,0,15,6.66,130.0,,,,
0,0.36,2,0,0,11,7.77,200.0,,,,
0,0.32,2,0,0,15,6,111.11,,,,
0,0.32,2,0,0,17,8,183.33,,,,
0,0.5926,2,0,0,17,6.22,100.0,,,,
1,0.3333,2,0,0,16,6.22,100.0,,,,
0,0.3214,2,0,0,16,8.22,135.71,,,,
0,0.4286,2,0,0,9,8.44,141.17,,,,
1,0.4483,2,0,0,17,4.88,90.9,,,,
0,0.5862,1,0,0,13,8.22,212.5,,,,
1,0.6129,0,0,0,8,12,250.0,,,,
0,0.4375,0,0,0,13,5.77,100.0,,,,
1,0.3793,1,0,0,10,8.44,135.0,,,,
0,0.4667,0,0,0,17,6.44,121.42,,,,
1,0.5588,1,0,0,15,6.22,118.75,,,,
1,0.4857,0,0,0,7,12.44,235.71,,,,
0,0.6176,0,0,0,9,8.88,192.3,,,,
1,0.5294,0,0,0,16,9.77,172.72,,,,
1,0.4,0,0,0,16,8.88,130.76,,,,
1,0.375,1,0,0,10,10.88,188.23,,,,
0,0.5152,0,0,0,12,8.88,142.85,,,,
1,0.6389,1,0,0,13,8.88,158.33,,,,
1,0.3784,1,0,0,6,10,164.7,,,,
1,0.4737,1,0,0,13,9.33,159.09,,,,
1,0.5429,1,0,0,14,6.44,82.35,,,,
0,0.6154,0,0,0,12,9.11,142.85,,,,
0,0.359,1,0,0,15,6.66,140.0,,,,
0,0.359,1,0,0,15,6.88,140.0,,,,
1,0.625,0,0,0,12,8.22,166.66,,,,
1,0.4634,1,0,0,16,5.11,120.0,,,,
0,0.4524,1,0,0,18,4.66,112.5,,,,
0,0.5349,1,0,0,13,9.11,262.5,,,,
0,0.3846,0,0,0,13,5.11,91.66,,,,
1,0.4318,2,0,0,17,6.22,150.0,,,,
1,0.4,1,0,0,14,6.66,118.18,,,,
0,0.4565,1,0,0,9,9.11,160.0,,,,
0,0.5,0,0,0,19,5.55,266.66,,,,
1,0.4043,1,0,0,13,7.11,117.64,,,,
0,1.0,0,0,0,16,5.33,123.52,,,,
1,0.4583,1,0,0,14,7.33,94.11,,,,
0,0.0,1,0,0,11,7.55,157.14,,,,
1,0.5435,0,0,0,14,7.33,133.33,,,,
1,0.5,1,0,0,13,6.66,105.26,,,,
0,0.451,1,0,0,11,7.33,153.33,,,,
1,0.5,0,0,0,19,4,55.55,,,,
1,0.4286,0,0,0,16,5.55,138.46,,,,
0,0.58,0,0,0,12,7.11,150.0,,,,
0,0.4815,0,0,0,11,7.33,125.0,,,,
1,0.5769,0,0,0,6,8.66,185.71,,,,
1,0.5849,1,0,0,16,5.77,100.0,,,,
1,0.5088,1,0,0,17,5.55,117.64,,,,
1,0.4615,1,0,0,14,5.11,145.45,,,,
0,0.5,0,0,0,20,3.77,66.66,,,,
0,0.5536,1,0,0,13,8,216.66,,,,
1,0.5667,0,0,0,14,5.77,84.61,,,,
1,0.4912,1,0,0,10,9.55,162.5,,,,
1,0.5088,1,0,0,13,8.66,178.57,,,,
1,0.4167,0,0,0,14,4.88,133.33,,,,
0,0.4746,0,0,0,14,6,200.0,,,,
0,0.4746,0,0,0,14,6.22,200.0,,,,
0,0.431,0,0,0,14,5.55,93.75,,,,
0,0.4762,1,0,0,13,5.33,86.66,,,,
0,0.4426,1,0,0,10,6.88,118.75,,,,
1,0.5556,0,0,0,12,5.77,100.0,,,,
0,0.4848,1,0,0,17,5.33,155.55,,,,
0,0.4769,1,0,0,11,9.33,255.55,,,,
0,0.5753,1,0,0,19,5.33,100.0,,,,
1,0.3077,0,0,0,13,6.88,105.88,,,,
1,0.3077,0,0,0,13,7.11,105.88,,,,
0,0.4928,0,0,0,11,8.44,133.33,,,,
0,0.5694,1,0,0,19,4.44,100.0,,,,
1,0.5753,0,0,0,18,4.88,141.66,,,,
1,0.2857,0,0,0,16,4.66,73.33,,,,
1,0.5417,2,0,0,11,7.55,181.81,,,,
0,0.4932,1,0,0,16,4.44,130.0,,,,
0,0.2581,0,0,0,13,7.77,110.52,,,,
1,0.2813,1,0,0,14,8,176.92,,,,
0,0.5854,0,0,0,17,5.11,100.0,,,,
1,0.2941,0,0,0,19,3.77,133.33,,,,
1,0.4937,0,0,0,12,6.66,138.46,,,,
0,0.5882,1,0,0,11,7.77,113.33,,,,
0,0.593,0,0,0,9,8.44,152.94,,,,
1,0.2778,1,0,0,15,10.88,271.42,,,,
0,0.481,0,0,0,14,6.44,133.33,,,,
1,0.4875,1,0,0,12,10.66,168.42,,,,
0,0.5375,0,0,0,12,10.22,212.5,,,,
1,0.2632,0,0,0,18,3.33,88.88,,,,
0,0.494,0,0,0,16,6.44,109.09,,,,
1,0.2564,0,0,0,14,4.88,85.71,,,,
0,0.5366,0,0,0,8,10.88,147.05,,,,
0,0.5422,0,0,0,15,7.11,157.14,,,,
1,0.2439,0,0,0,9,9.55,181.25,,,,
1,0.4824,0,0,0,15,6.22,107.14,,,,
0,0.4824,0,0,0,16,3.33,69.23,,,,
0,0.5843,0,0,0,12,8.88,185.71,,,,
0,0.4767,1,0,0,14,4.88,95.0,,,,
1,0.4828,1,0,0,15,5.33,115.38,,,,
1,0.4884,0,0,0,12,7.55,135.29,,,,
1,0.5581,1,0,0,15,6.88,135.29,,,,
1,0.4773,1,0,0,13,7.55,146.15,,,,
1,0.5517,1,0,0,18,2.88,71.42,,,,
1,0.6105,1,0,0,8,10.66,188.88,,,,
1,0.4719,1,0,0,12,7.11,118.75,,,,
0,0.4615,2,0,0,17,4.66,50.0,,,,
0,0.5376,2,0,0,17,3.11,72.72,,,,
0,0.5161,2,0,0,18,6.88,285.71,,,,
0,0.56,0,0,0,17,6.44,105.55,,,,
0,0.5474,1,0,0,11,7.33,125.0,,,,
1,0.4681,1,0,0,11,9.33,133.33,,,,
1,0.5567,0,0,0,10,9.33,165.0,,,,
0,0.5417,1,0,0,13,6.88,163.63,,,,
0,0.551,1,0,0,18,4,69.23,,,,
0,0.5253,1,0,0,12,8.88,172.22,,,,
1,0.5489999999999999,1,0,0,15,9.33,225.0,,,,
0,0.5741,0,0,0,18,4.88,130.76,,,,
1,0.6106,2,0,1,9,12.22,272.72,,,,
1,0.6106,2,0,1,9,12.44,272.72,,,,
1,0.5283,0,0,0,16,4.22,140.0,,,,
0,0.4953,1,0,0,7,9.33,184.61,,,,
1,0.5,0,0,0,16,5.77,116.66,,,,
0,0.5094,1,0,0,15,6.88,136.36,,,,
0,0.514,1,0,0,18,4.88,118.18,,,,
0,0.5182,1,0,0,12,7.11,140.0,,,,
0,0.5182,1,0,0,12,7.33,140.0,,,,
0,0.4911,1,0,0,13,7.11,107.14,,,,
1,0.5179,0,0,0,15,8.44,168.18,,,,
1,0.5043,1,0,1,12,12.44,247.05,,,,
1,0.4211,1,0,0,12,8.44,135.29,,,,
0,0.5175,0,0,0,11,7.55,164.28,,,,
1,0.4174,0,0,0,15,6.88,113.33,,,,
0,0.5691,1,0,0,17,4,120.0,,,,
1,0.6077,2,0,0,12,9.33,236.36,,,,
0,0.5128,0,0,0,16,6.66,170.0,,,,
0,0.5748,1,0,0,10,5.77,87.5,,,,
0,0.4202,1,0,0,10,8.44,153.84,,,,
0,0.5167,1,0,0,13,6.22,116.66,,,,
1,0.5725,1,0,0,14,7.11,100.0,,,,
0,0.8333,1,0,0,12,6.88,214.28,,,,
0,0.5161,1,0,0,11,6.44,110.0,,,,
0,0.25,1,0,0,14,7.33,123.07,,,,
0,0.5192,0,0,0,18,4.44,228.57,,,,
0,0.5735,1,0,0,19,3.77,100.0,,,,
0,0.5197,0,0,0,14,5.77,123.52,,,,
1,0.4331,1,0,0,14,6.88,137.5,,,,
0,0.5,1,0,0,10,8,133.33,,,,
0,0.25,0,0,0,16,5.33,140.0,,,,
0,0.5833,0,0,0,13,7.55,153.33,,,,
1,0.5191,2,0,0,12,5.33,90.9,,,,
1,0.5147,0,0,0,11,8.88,190.0,,,,
0,0.5674,0,0,0,10,9.77,140.0,,,,
0,0.4741,0,0,0,18,4.44,133.33,,,,
0,0.5704,0,0,0,16,5.55,118.75,,,,
0,0.5149,0,0,1,12,11.77,155.55,,,,
1,0.5538,1,0,0,13,5.77,76.92,,,,
0,0.5764,0,0,0,14,5.55,116.66,,,,
0,0.5221,1,0,0,4,10.66,207.14,,,,
1,0.5,0,0,0,12,7.77,131.57,,,,
0,0.3684,0,0,0,8,7.33,123.52,,,,
1,0.5,0,0,0,12,6.66,145.45,,,,
1,0.5035,1,0,0,11,12,223.07,,,,
0,0.5286,0,0,0,11,9.33,236.36,,,,
1,0.4966,1,0,0,14,6.66,120.0,,,,
1,0.4898,0,0,0,14,6,141.66,,,,
1,0.4255,0,0,0,7,8.44,144.44,,,,
0,0.5245,1,0,0,13,7.55,190.0,,,,
0,0.4444,1,0,0,13,5.11,108.33,,,,
0,0.4225,1,0,0,12,7.55,123.52,,,,
0,0.4815,0,0,0,17,5.33,76.92,,,,
0,0.5205,2,0,0,10,5.77,100.0,,,,
0,0.5806,2,0,0,13,5.33,111.11,,,,
0,0.6031,1,0,0,17,5.77,83.33,,,,
0,0.5203,0,0,0,10,9.77,173.33,,,,
1,0.4257,1,0,0,18,5.11,93.75,,,,
1,0.4837,1,0,0,11,10.22,186.66,,,,
0,0.4803,1,0,0,10,9.33,161.53,,,,
0,0.4805,0,0,0,15,3.77,200.0,,,,
1,0.5625,0,0,0,17,4.22,60.0,,,,
1,0.5741,0,0,0,11,9.77,188.88,,,,
1,0.4211,1,0,0,12,7.11,154.54,,,,
0,0.5192,0,0,0,13,7.77,166.66,,,,
0,0.6071,0,0,0,12,7.33,120.0,,,,
0,0.4808,0,0,0,6,8.88,162.5,,,,
0,0.5814,1,0,0,16,4.66,84.61,,,,
1,0.5795,1,0,0,11,7.55,178.57,,,,
1,0.5276,0,0,0,10,7.33,153.84,,,,
0,0.6096,2,0,0,13,5.33,81.81,,,,
0,0.6149,1,0,0,15,8,150.0,,,,
1,0.4724,1,0,0,15,9.55,266.66,,,,
1,0.4788,0,0,0,14,8.44,143.75,,,,
0,0.4695,0,0,0,4,9.11,160.0,,,,
0,0.4224,0,0,0,15,5.77,150.0,,,,
0,0.4207,1,0,0,12,6.44,83.33,,,,
1,0.5233,0,0,0,12,6,108.33,,,,
0,0.5143,0,0,0,13,7.11,144.44,,,,
0,0.4286,0,0,0,13,9.33,254.54,,,,
0,0.5545,0,0,0,7,11.33,312.5,,,,
0,0.4320000000000001,1,0,0,14,7.11,115.78,,,,
1,0.4709,1,0,0,9,10,128.57,,,,
0,0.5141,1,0,0,14,6,92.3,,,,
1,0.4743,1,0,0,10,10.66,160.0,,,,
1,0.5769,1,0,0,10,8.22,142.85,,,,
1,0.4682,1,0,1,8,12.22,142.1,,,,
0,0.4716,0,0,0,10,10.22,156.25,,,,
0,0.4629,0,0,0,10,6.88,150.0,,,,
0,0.5784,1,0,0,19,4,54.54,,,,
0,0.6098,2,0,0,7,10.22,177.77,,,,
1,0.6121,2,0,0,13,6.88,113.33,,,,
1,0.5820000000000001,2,0,0,10,9.11,160.0,,,,
1,0.4637,2,0,0,16,5.55,91.66,,,,
1,0.6048,2,0,0,12,7.11,166.66,,,,
