match_won,opposition_win_percentage,home,fifty_plus_t1,fifty_plus_partnerships_t1,dots_t1,run_rate_t1,highest_ind_sr_t1,fours_t2,sixes_t2,wickets_t2,run_rate_t2
0,1.0,0,0,0,37,5.11,104.54,,,,
0,0.0,0,0,0,30,8.16,123.8,,,,
0,1.0,1,0,0,41,4.42,63.63,,,,
1,0.0,1,0,0,25,8.65,161.9,,,,
0,0.0,1,0,0,33,6,145.0,,,,
0,0.75,1,0,0,25,8.65,178.26,,,,
0,0.8,0,0,0,33,5.7,110.0,,,,
1,0.2857,1,0,0,30,7.47,216.66,,,,
1,0.7143,1,0,0,26,8.95,112.0,,,,
1,0.25,0,0,1,29,7.18,126.47,,,,
0,0.75,0,0,0,20,6.88,134.78,,,,
1,0.5,1,0,0,26,6.78,109.37,,,,
0,0.6,1,0,0,27,6.09,96.87,,,,
1,0.2,0,0,0,29,7.67,240.0,,,,
0,0.5,0,1,1,30,8.36,145.71,,,,
0,0.25,1,0,1,22,8.55,146.87,,,,
0,0.4167,0,0,1,22,8.45,144.44,,,,
1,0.8462,1,1,1,26,9.04,157.89,,,,
1,0.5385,2,0,1,27,8.55,185.71,,,,
1,0.5385,2,0,1,27,8.65,185.71,,,,
0,0.5,2,0,1,21,9.04,180.95,,,,
1,0.3333,2,1,1,18,10.42,185.71,,,,
0,0.4286,2,0,0,28,6.98,188.23,,,,
1,0.3125,2,1,0,23,9.04,165.71,,,,
0,0.5625,2,0,1,26,7.47,148.0,,,,
0,0.7368,2,0,0,25,6.59,113.63,,,,
0,0.2632,2,0,0,33,6.09,103.03,,,,
0,0.7143,2,0,0,33,5.8,111.42,,,,
1,0.5789,2,0,0,25,8.16,157.89,,,,
1,0.6364,2,0,1,26,9.14,188.0,,,,
1,0.6087,2,0,1,28,7.86,122.85,,,,
0,0.5714,2,0,0,34,4.32,107.14,,,,
0,0.4783,2,0,0,35,7.08,186.95,,,,
1,0.3333,2,0,1,27,8.06,205.55,,,,
0,0.36,2,0,0,22,7.18,139.28,,,,
0,0.32,2,0,0,30,5.01,111.11,,,,
0,0.32,2,0,0,35,6,183.33,,,,
0,0.5926,2,0,0,29,7.18,111.53,,,,
1,0.3333,2,0,1,32,6.49,109.09,,,,
0,0.3214,2,0,1,29,8.16,144.44,,,,
0,0.4286,2,0,1,24,7.27,133.33,,,,
1,0.4483,2,0,0,32,6.09,157.14,,,,
0,0.5862,1,0,0,29,7.57,118.75,,,,
1,0.6129,0,1,0,14,11.4,200.0,,,,
0,0.4375,0,0,0,31,4.52,88.88,,,,
1,0.3793,1,0,0,20,9.04,134.78,,,,
0,0.4667,0,0,1,26,6.68,100.0,,,,
1,0.5588,1,0,0,32,6.59,71.42,,,,
1,0.4857,0,0,0,14,9.44,159.09,,,,
0,0.6176,0,0,0,21,7.77,178.57,,,,
1,0.5294,0,0,0,29,7.47,122.22,,,,
1,0.4,0,0,0,29,7.77,123.07,,,,
1,0.375,1,1,1,21,9.04,162.5,,,,
0,0.5152,0,0,0,21,8.45,132.25,,,,
1,0.6389,1,0,0,22,7.96,120.0,,,,
1,0.3784,1,0,1,23,6.98,140.0,,,,
1,0.4737,1,0,0,28,8.85,159.09,,,,
1,0.5429,1,0,0,24,8.45,127.77,,,,
0,0.6154,0,0,0,21,8.55,130.0,,,,
