match_won,opposition_win_percentage,home,fifty_plus_t1,fifty_plus_partnerships_t1,dots_t1,run_rate_t1,highest_ind_sr_t1,fours_t2,sixes_t2,wickets_t2,run_rate_t2
0,1.0,0,0,0,22,6.31,131.25,,,,
0,0.0,0,0,0,21,8.84,123.8,,,,
0,1.0,1,0,0,26,4.73,76.47,,,,
1,0.0,1,0,0,20,8.52,200.0,,,,
0,0.0,1,0,0,20,7.1,145.0,,,,
0,0.75,1,0,0,18,7.57,111.11,,,,
0,0.75,1,0,0,18,7.73,111.11,,,,
0,0.8,0,0,0,23,6.31,107.14,,,,
1,0.2857,1,0,0,21,6.47,100.0,,,,
1,0.7143,1,0,0,17,9.78,166.66,,,,
1,0.25,0,0,0,19,6.94,133.33,,,,
0,0.75,0,0,0,12,7.89,158.82,,,,
1,0.5,1,0,0,19,6.78,95.0,,,,
0,0.6,1,0,0,20,5.84,109.09,,,,
1,0.2,0,0,0,18,9.15,240.0,,,,
0,0.5,0,0,1,17,10.89,204.34,,,,
0,0.25,1,0,0,15,7.57,116.66,,,,
0,0.4167,0,0,0,16,8.21,123.07,,,,
1,0.8462,1,0,1,18,9.63,186.95,,,,
1,0.5385,2,0,1,17,9.63,205.26,,,,
0,0.5,2,0,1,11,10.57,180.95,,,,
1,0.3333,2,0,1,12,10.73,236.84,,,,
0,0.4286,2,0,0,18,7.42,188.23,,,,
1,0.3125,2,0,0,14,9.94,170.83,,,,
0,0.5625,2,0,0,17,7.26,138.88,,,,
0,0.7368,2,0,0,19,6.94,145.45,,,,
0,0.2632,2,0,0,23,7.1,104.76,,,,
0,0.7143,2,0,0,23,6.31,131.81,,,,
1,0.5789,2,0,0,16,8.84,157.89,,,,
1,0.6364,2,0,1,18,9,207.14,,,,
1,0.6087,2,0,1,16,9.31,125.0,,,,
0,0.5714,2,0,0,22,4.89,107.14,,,,
0,0.4783,2,0,0,22,9,186.95,,,,
1,0.3333,2,0,1,19,9,205.55,,,,
0,0.36,2,0,0,16,8.36,187.5,,,,
0,0.32,2,0,0,23,4.89,111.11,,,,
0,0.32,2,0,0,25,7.26,183.33,,,,
0,0.5926,2,0,0,24,5.52,73.33,,,,
