match_won,opposition_win_percentage,home,fifty_plus_t1,fifty_plus_partnerships_t1,dots_t1,run_rate_t1,highest_ind_sr_t1,fours_t2,sixes_t2,wickets_t2,run_rate_t2
1,0.5,0,0,0,5,10.2,155.55,,,,
1,0.5,0,0,0,4,11.4,214.28,,,,
1,0.5,0,0,0,4,12,214.28,,,,
0,0.5,0,0,0,7,5.4,77.77,,,,
0,0.0,1,0,0,7,5.4,88.88,,,,
0,0.5,1,0,0,4,10.8,185.71,,,,
1,0.0,1,0,0,6,4.8,200.0,,,,
0,1.0,0,0,0,4,11.4,157.14,,,,
0,0.6667,1,0,0,7,1.8,28.57,,,,
0,0.6667,1,0,0,7,2.4,28.57,,,,
0,0.3333,0,0,0,3,6.6,100.0,,,,
0,0.0,1,0,0,7,6,112.5,,,,
1,0.3333,0,0,0,7,3.6,57.14,,,,
1,0.25,1,0,0,4,5.4,116.66,,,,
1,0.5,1,0,0,6,6,200.0,,,,
0,0.5,1,0,0,4,7.2,142.85,,,,
1,0.2,1,0,0,4,5.4,120.0,,,,
1,0.4,1,0,0,5,8.4,266.66,,,,
1,0.8,1,0,0,5,8.4,240.0,,,,
0,0.6667,1,0,0,9,3.6,100.0,,,,
0,0.1667,1,0,0,7,5.4,66.66,,,,
0,0.3333,0,0,0,3,7.2,233.33,,,,
0,0.5714,1,0,0,3,9.6,216.66,,,,
0,0.7143,0,0,0,6,6.6,100.0,,,,
0,0.625,0,0,0,7,2.4,25.0,,,,
0,0.4286,0,0,0,7,5.4,150.0,,,,
1,0.2222,1,0,0,6,4.8,133.33,,,,
0,0.5,0,0,0,7,6.6,137.5,,,,
0,0.5,0,0,0,7,7.2,137.5,,,,
1,0.2222,1,0,0,5,10.8,275.0,,,,
0,0.6667,1,0,0,8,8.4,120.0,,,,
0,0.4545,1,0,0,6,8.4,85.71,,,,
0,0.8,1,0,0,8,4.2,50.0,,,,
1,0.6,0,0,0,6,4.8,100.0,,,,
1,0.6364,0,0,0,6,4.2,100.0,,,,
0,0.7273,0,0,0,5,6.6,166.66,,,,
1,0.5833,0,0,0,4,9,100.0,,,,
0,0.8333,0,0,0,7,3.6,44.44,,,,
0,0.5385,1,0,0,8,1.2,50.0,,,,
0,0.4615,1,0,0,4,6,75.0,,,,
0,0.5714,2,0,0,6,4.8,150.0,,,,
0,0.8,2,0,0,6,4.8,75.0,,,,
1,0.5625,2,0,0,4,5.4,120.0,,,,
1,0.8125,2,0,0,7,3.6,125.0,,,,
0,0.1429,2,0,0,8,1.2,33.33,,,,
1,0.5556,2,0,0,5,4.8,85.71,,,,
1,0.4667,2,0,0,6,4.8,100.0,,,,
0,0.5882,2,0,0,7,7.2,100.0,,,,
1,0.5333,2,0,0,7,6.6,100.0,,,,
1,0.7778,2,0,0,9,3,100.0,,,,
0,0.2941,2,0,0,6,6.6,225.0,,,,
1,0.4375,2,0,0,7,6.6,128.57,,,,
1,0.5294,2,0,0,5,3.6,42.85,,,,
0,0.5556,2,0,0,6,8.4,160.0,,,,
0,0.5556,2,0,0,6,9,160.0,,,,
1,0.75,2,0,0,7,3,50.0,,,,
1,0.3889,2,0,0,5,8.4,150.0,,,,
1,0.65,2,0,0,7,4.8,100.0,,,,
0,0.619,2,0,0,7,3,60.0,,,,
0,0.3333,2,0,0,7,6,66.66,,,,
1,0.3,2,0,0,6,6.6,166.66,,,,
0,0.55,2,0,0,5,4.8,37.5,,,,
1,0.5,2,0,0,7,4.8,100.0,,,,
0,0.7391,2,0,0,6,5.4,140.0,,,,
0,0.5833,2,0,0,5,7.2,112.5,,,,
0,0.5833,2,0,0,6,4.2,100.0,,,,
1,0.3478,2,0,0,9,3.6,66.66,,,,
0,0.5909,2,0,0,8,5.4,200.0,,,,
1,0.72,2,0,0,7,6,120.0,,,,
0,0.3333,2,0,0,7,5.4,71.42,,,,
1,0.5,2,0,0,6,4.8,133.33,,,,
0,0.5769,2,0,0,4,6,71.42,,,,
0,0.5769,2,0,0,6,4.2,71.42,,,,
1,0.3462,2,0,0,8,6,70.0,,,,
1,0.7037,2,0,0,6,4.2,60.0,,,,
0,0.2917,2,0,0,6,6.6,120.0,,,,
0,0.3846,2,0,0,8,1.2,40.0,,,,
1,0.6071,2,0,0,4,7.2,100.0,,,,
1,0.3667,0,0,0,8,3,80.0,,,,
1,0.6552,1,0,0,3,13.8,175.0,,,,
1,0.6552,1,0,0,3,14.4,175.0,,,,
0,0.3704,0,0,0,7,4.2,100.0,,,,
1,0.5667,0,0,0,2,13.2,280.0,,,,
0,0.6,1,0,0,6,8.4,200.0,,,,
0,0.4194,0,0,0,8,2.4,100.0,,,,
0,0.4194,0,0,0,8,3,100.0,,,,
1,0.3929,0,0,0,7,5.4,128.57,,,,
0,0.5625,1,0,0,5,8.4,200.0,,,,
1,0.5484,1,0,0,3,10.2,214.28,,,,
1,0.5484,1,0,0,3,10.8,214.28,,,,
0,0.4545,1,0,0,6,3.6,75.0,,,,
0,0.4545,1,0,0,6,4.2,75.0,,,,
1,0.5758,1,0,0,6,8.4,183.33,,,,
1,0.5758,0,0,0,5,7.2,220.0,,,,
1,0.5455,0,0,0,7,7.8,133.33,,,,
0,0.4839,0,0,0,4,10.8,260.0,,,,
1,0.5278,1,0,0,4,11.4,162.5,,,,
0,0.5135,0,0,0,6,4.2,100.0,,,,
1,0.3889,1,0,0,6,8.4,166.66,,,,
0,0.4595,1,0,0,7,1.8,22.22,,,,
1,0.6216,1,0,0,3,9,171.42,,,,
0,0.4865,1,0,0,5,7.8,112.5,,,,
1,0.3684,0,0,0,5,9.6,166.66,,,,
1,0.6053,1,0,0,4,7.8,133.33,,,,
0,0.4872,0,0,0,4,4.8,100.0,,,,
0,0.375,0,0,0,3,9,142.85,,,,
0,0.45,0,0,0,5,7.2,120.0,,,,
0,0.5,1,0,0,7,7.8,266.66,,,,
1,0.575,1,0,0,5,9,133.33,,,,
0,0.5366,0,0,0,6,4.2,75.0,,,,
0,0.561,1,0,0,7,5.4,120.0,,,,
0,0.4048,1,0,0,6,4.8,140.0,,,,
1,0.4651,0,0,0,3,7.8,157.14,,,,
0,0.3684,0,0,0,5,4.8,120.0,,,,
1,0.5714,0,0,0,5,6.6,111.11,,,,
1,0.4545,1,0,0,6,6.6,112.5,,,,
0,0.4444,2,0,0,8,3,100.0,,,,
1,0.5476,0,0,0,5,3.6,100.0,,,,
0,0.5814,1,0,0,3,12,250.0,,,,
0,0.5349,1,0,0,5,6.6,200.0,,,,
0,0.5349,1,0,0,5,7.2,200.0,,,,
0,0.5909,0,0,0,8,3,200.0,,,,
0,0.5455,1,0,0,7,1.8,14.28,,,,
0,0.4773,0,0,0,9,1.2,50.0,,,,
0,0.4048,1,0,0,7,7.2,66.66,,,,
1,0.449,1,0,0,6,3,80.0,,,,
0,0.4889,1,0,0,3,7.2,175.0,,,,
0,0.5333,1,0,0,6,10.8,233.33,,,,
0,0.4186,0,0,0,3,7.8,140.0,,,,
0,0.3333,0,0,0,7,5.4,114.28,,,,
0,0.5435,0,0,0,7,5.4,77.77,,,,
1,0.4318,0,0,0,6,6.6,114.28,,,,
1,0.5745,1,0,0,2,12.6,144.44,,,,
0,0.44,1,0,0,4,13.8,185.71,,,,
1,0.56,1,0,0,9,5.4,100.0,,,,
1,0.5106,1,0,0,7,6,112.5,,,,
1,0.4118,0,0,0,4,9,166.66,,,,
0,0.5625,0,0,0,5,6.6,57.14,,,,
0,0.5577,1,0,0,6,4.2,83.33,,,,
1,0.5306,0,0,0,5,5.4,85.71,,,,
0,0.5714,0,0,0,5,6,250.0,,,,
1,0.3333,1,0,0,6,4.8,57.14,,,,
0,0.4255,0,0,0,6,4.2,66.66,,,,
1,0.4151,1,0,0,5,3.6,37.5,,,,
1,0.4898,1,0,0,5,5.4,85.71,,,,
0,0.375,1,0,0,5,8.4,160.0,,,,
1,0.4074,0,0,0,6,7.2,166.66,,,,
0,0.5741,0,0,0,4,6.6,71.42,,,,
1,0.25,0,0,0,6,6,114.28,,,,
1,0.449,1,0,0,7,3.6,200.0,,,,
0,0.5192,1,0,0,3,7.8,180.0,,,,
1,0.48,1,0,0,7,5.4,62.5,,,,
0,0.44,0,0,0,6,3,60.0,,,,
1,0.5283,1,0,0,6,6.6,100.0,,,,
0,0.2222,1,0,0,5,8.4,200.0,,,,
0,0.3,1,0,0,6,2.4,50.0,,,,
0,0.4909,1,0,0,6,6,100.0,,,,
1,0.5185,1,0,0,5,6.6,125.0,,,,
0,0.4717,1,0,0,5,10.2,266.66,,,,
0,0.5,0,0,0,6,7.8,133.33,,,,
1,0.5741,0,0,0,9,0.6,16.66,,,,
1,0.5091,1,0,0,8,3.6,80.0,,,,
0,0.4167,0,0,0,7,3.6,62.5,,,,
0,0.3966,1,0,0,4,9,150.0,,,,
0,0.4423,1,0,0,7,5.4,200.0,,,,
0,0.5455,1,0,0,6,4.2,83.33,,,,
1,0.5,0,0,0,4,6.6,100.0,,,,
0,0.5833,2,0,0,4,7.2,85.71,,,,
0,0.5614,0,0,0,6,5.4,100.0,,,,
1,0.569,2,0,0,3,21.6,333.33,,,,
1,0.5082,1,0,0,3,6,150.0,,,,
