match_won,opposition_win_percentage,home,fifty_plus_t1,fifty_plus_partnerships_t1,dots_t1,run_rate_t1,highest_ind_sr_t1,fours_t2,sixes_t2,wickets_t2,run_rate_t2
1,0.5,0,1,3,34,9.84,190.0,,,,
1,0.5,0,1,1,34,10.75,189.36,,,,
0,0.5,0,0,0,49,6.22,126.08,,,,
0,0.0,1,0,1,41,8.03,126.31,,,,
0,0.5,1,1,1,33,10.47,218.36,,,,
1,0.0,1,1,1,35,8.77,171.69,,,,
0,1.0,0,0,0,47,6.96,168.75,,,,
0,0.6667,1,0,0,58,6.73,220.0,,,,
0,0.3333,0,0,0,36,7.86,118.18,,,,
0,0.0,1,0,0,46,7.58,178.94,,,,
1,0.3333,0,0,1,39,7.86,134.28,,,,
1,0.25,1,2,2,28,9.96,163.46,,,,
1,0.5,1,1,2,35,9.67,176.47,,,,
0,0.5,1,0,0,39,7.47,148.48,,,,
1,0.2,1,0,1,28,7.3,118.91,,,,
1,0.4,1,0,1,40,8.37,125.0,,,,
1,0.8,1,0,1,46,7.3,212.5,,,,
0,0.6667,1,1,1,53,6.56,122.44,,,,
0,0.1667,1,0,0,50,6.45,152.38,,,,
0,0.5714,1,2,1,23,9.39,166.66,,,,
0,0.7143,0,1,1,43,6.84,124.48,,,,
0,0.625,0,0,0,38,7.13,120.0,,,,
0,0.4286,0,0,1,52,6.9,146.42,,,,
1,0.2222,1,2,1,28,9.39,164.58,,,,
1,0.2222,1,2,2,33,9.9,160.46,,,,
0,0.4545,1,1,0,49,6.9,123.8,,,,
0,0.8,1,0,0,47,6.73,94.11,,,,
1,0.6,0,2,1,40,8.49,144.64,,,,
1,0.6364,0,0,0,46,5.88,120.51,,,,
0,0.7273,0,2,1,42,8.43,119.04,,,,
1,0.5833,0,1,1,26,11.09,178.43,,,,
0,0.8333,0,0,1,41,6.39,102.7,,,,
0,0.5385,1,0,1,39,6.96,148.14,,,,
0,0.4615,1,0,0,47,6.9,130.0,,,,
0,0.5714,2,0,0,60,4.64,135.29,,,,
0,0.8,2,0,0,35,7.58,143.33,,,,
1,0.5625,2,0,0,31,7.98,111.62,,,,
1,0.8125,2,0,0,51,5.88,120.51,,,,
