match_won,opposition_win_percentage,home,fifty_plus_t1,fifty_plus_partnerships_t1,dots_t1,run_rate_t1,highest_ind_sr_t1,fours_t2,sixes_t2,wickets_t2,run_rate_t2
1,0.5,0,1,2,29,9.97,182.35,,,,
1,0.5,0,1,1,30,10.44,170.0,,,,
0,0.5,0,0,0,40,6.4,126.08,,,,
0,0.0,1,0,1,40,7.01,119.35,,,,
0,0.5,1,1,1,31,9.57,197.56,,,,
1,0.0,1,1,1,28,8.89,173.33,,,,
0,1.0,0,0,0,42,6.87,168.75,,,,
0,0.6667,1,0,0,50,6.4,220.0,,,,
0,0.3333,0,0,0,35,7.14,100.0,,,,
0,0.0,1,0,0,42,6.67,100.0,,,,
1,0.3333,0,0,0,35,6.87,164.7,,,,
1,0.25,1,2,2,23,10.17,164.44,,,,
1,0.5,1,1,1,30,9.5,176.47,,,,
0,0.5,1,0,0,31,7.41,141.17,,,,
1,0.2,1,0,1,24,7.61,118.91,,,,
1,0.4,1,0,1,37,7.95,125.0,,,,
1,0.8,1,0,1,39,7.55,212.5,,,,
0,0.6667,1,0,1,44,6.4,109.75,,,,
0,0.1667,1,0,0,47,5.79,152.38,,,,
0,0.3333,0,0,1,35,6.87,108.33,,,,
0,0.5714,1,1,1,22,8.89,163.41,,,,
0,0.7143,0,1,1,35,6.94,124.48,,,,
0,0.625,0,0,0,32,6.87,115.99,,,,
0,0.4286,0,0,0,51,5.73,89.65,,,,
1,0.2222,1,2,1,23,9.3,168.08,,,,
0,0.5,0,0,0,57,4.44,75.0,,,,
1,0.2222,1,1,1,32,9.23,113.63,,,,
0,0.4545,1,1,0,43,6.87,126.82,,,,
0,0.8,1,0,0,44,6.47,94.11,,,,
1,0.6,0,1,1,31,9.03,144.64,,,,
1,0.6364,0,0,0,42,5.12,93.1,,,,
0,0.7273,0,1,1,37,7.48,119.04,,,,
1,0.5833,0,1,1,22,10.98,178.43,,,,
0,0.8333,0,0,1,34,6.53,102.7,,,,
0,0.5385,1,0,0,37,6.2,85.71,,,,
0,0.4615,1,0,0,40,6.2,130.0,,,,
0,0.5714,2,0,0,53,4.58,135.29,,,,
0,0.8,2,0,0,31,7.82,115.15,,,,
1,0.5625,2,0,0,29,7.01,108.33,,,,
1,0.8125,2,0,0,42,5.59,115.62,,,,
0,0.1429,2,0,0,56,4.24,73.33,,,,
1,0.5556,2,1,1,29,8.29,185.18,,,,
1,0.4667,2,0,1,34,7.14,200.0,,,,
0,0.5882,2,1,0,37,7.95,133.33,,,,
1,0.5333,2,1,2,29,9.23,133.33,,,,
1,0.7778,2,0,0,40,6.53,104.87,,,,
0,0.2941,2,0,1,35,7.55,140.0,,,,
1,0.4375,2,2,1,34,10.11,151.11,,,,
1,0.5294,2,0,0,33,5.73,100.0,,,,
0,0.5556,2,0,1,35,7.95,200.0,,,,
1,0.75,2,1,1,40,6.94,166.66,,,,
1,0.3889,2,0,0,39,5.86,113.33,,,,
1,0.65,2,0,0,42,6.47,122.72,,,,
0,0.619,2,0,0,43,5.79,120.68,,,,
0,0.3333,2,1,1,43,5.79,120.93,,,,
1,0.3,2,0,1,30,8.69,165.38,,,,
0,0.55,2,1,1,38,6.94,154.54,,,,
1,0.5,2,0,0,38,6.6,107.69,,,,
0,0.7391,2,0,0,45,5.12,85.0,,,,
0,0.5833,2,0,0,44,6.6,158.82,,,,
0,0.5833,2,0,1,40,6.6,90.9,,,,
1,0.3478,2,0,0,37,6.87,116.21,,,,
0,0.5909,2,0,0,49,5.05,100.0,,,,
0,0.5909,2,0,0,49,5.12,100.0,,,,
1,0.72,2,0,0,30,7.14,157.89,,,,
0,0.3333,2,0,1,36,6.8,159.25,,,,
1,0.5,2,1,1,33,8.22,135.13,,,,
0,0.5769,2,0,0,41,6.4,113.04,,,,
0,0.5769,2,0,0,38,6.47,88.88,,,,
1,0.3462,2,0,0,38,6.2,109.09,,,,
1,0.7037,2,1,1,33,6.33,124.39,,,,
0,0.2917,2,0,1,28,8.29,110.71,,,,
0,0.3846,2,0,0,32,6,96.55,,,,
1,0.6071,2,0,0,37,6.47,139.13,,,,
1,0.3667,0,0,1,44,6.13,103.12,,,,
1,0.6552,1,0,1,26,10.71,174.07,,,,
0,0.3704,0,0,0,37,5.93,91.66,,,,
