match_won,opposition_win_percentage,home,fifty_plus_t1,fifty_plus_partnerships_t1,dots_t1,run_rate_t1,highest_ind_sr_t1,fours_t2,sixes_t2,wickets_t2,run_rate_t2
1,0.5,0,0,1,21,8.49,154.83,,,,
1,0.5,0,0,0,24,9.28,147.05,,,,
0,0.5,0,0,0,28,5.66,140.0,,,,
0,0.0,1,0,0,24,7.69,181.25,,,,
0,0.5,1,0,0,23,8.71,156.52,,,,
1,0.0,1,1,1,19,9.73,211.53,,,,
0,1.0,0,0,0,29,7.69,168.75,,,,
0,0.6667,1,0,0,25,8.6,220.0,,,,
0,0.3333,0,0,0,22,6.79,111.76,,,,
0,0.0,1,0,0,30,5.2,118.18,,,,
1,0.3333,0,0,0,24,6.11,123.52,,,,
1,0.25,1,0,1,17,8.94,130.76,,,,
1,0.5,1,0,0,24,8.37,169.23,,,,
0,0.5,1,0,0,18,7.58,145.45,,,,
1,0.2,1,0,1,17,7.58,110.0,,,,
1,0.4,1,0,1,22,9.28,154.54,,,,
1,0.8,1,0,0,24,7.01,212.5,,,,
0,0.6667,1,0,0,34,4.98,84.0,,,,
0,0.1667,1,0,0,29,6.33,172.72,,,,
0,0.3333,0,0,1,19,8.37,160.0,,,,
0,0.5714,1,0,0,15,8.37,143.47,,,,
0,0.7143,0,0,1,22,7.47,134.37,,,,
0,0.625,0,0,0,23,7.13,95.45,,,,
0,0.4286,0,0,0,31,5.2,89.65,,,,
1,0.2222,1,0,1,20,7.47,148.27,,,,
0,0.5,0,0,0,39,3.5,100.0,,,,
1,0.2222,1,0,1,21,9.62,123.33,,,,
0,0.6667,1,0,1,19,11.77,228.57,,,,
0,0.4545,1,0,0,30,7.24,136.84,,,,
0,0.8,1,0,0,33,5.43,120.0,,,,
1,0.6,0,0,1,22,8.15,141.17,,,,
1,0.6364,0,0,0,29,4.07,52.63,,,,
0,0.7273,0,0,1,22,7.47,142.3,,,,
1,0.5833,0,1,1,15,10.64,173.33,,,,
0,0.8333,0,0,1,26,5.66,83.33,,,,
0,0.5385,1,0,0,26,5.66,100.0,,,,
0,0.4615,1,0,0,25,5.09,83.33,,,,
0,0.5714,2,0,0,32,4.98,135.29,,,,
0,0.8,2,0,0,17,7.24,118.75,,,,
1,0.5625,2,0,0,21,6.11,130.0,,,,
1,0.8125,2,0,0,26,5.88,106.66,,,,
0,0.1429,2,0,0,39,3.05,83.33,,,,
1,0.5556,2,1,1,19,9.16,185.18,,,,
1,0.4667,2,0,1,24,8.26,210.0,,,,
0,0.5882,2,0,0,24,7.35,152.38,,,,
1,0.5333,2,0,1,22,8.49,175.0,,,,
1,0.7778,2,0,0,31,5.77,100.0,,,,
0,0.2941,2,0,1,20,8.71,159.25,,,,
1,0.4375,2,1,1,21,11.54,154.28,,,,
1,0.5294,2,0,0,25,4.64,100.0,,,,
0,0.5556,2,0,0,27,5.88,84.61,,,,
1,0.75,2,0,0,25,7.35,181.81,,,,
1,0.3889,2,0,0,29,6.22,113.33,,,,
1,0.65,2,0,0,27,6.22,128.57,,,,
0,0.619,2,0,0,31,4.86,100.0,,,,
0,0.3333,2,0,0,32,5.32,112.0,,,,
1,0.3,2,0,1,25,8.71,165.38,,,,
0,0.55,2,0,1,23,7.24,120.68,,,,
1,0.5,2,0,0,28,6.56,88.46,,,,
0,0.7391,2,0,0,32,4.98,85.0,,,,
0,0.5833,2,0,0,25,7.47,180.0,,,,
0,0.5833,2,0,1,25,6.11,104.0,,,,
1,0.3478,2,0,0,28,6.79,107.4,,,,
0,0.5909,2,0,0,28,5.66,119.04,,,,
1,0.72,2,0,0,20,7.69,152.63,,,,
0,0.3333,2,0,0,29,6.33,85.18,,,,
1,0.5,2,0,0,23,7.01,100.0,,,,
0,0.5769,2,0,0,27,5.77,100.0,,,,
0,0.5769,2,0,0,25,7.35,176.47,,,,
1,0.3462,2,0,0,28,5.88,111.11,,,,
1,0.7037,2,0,0,24,5.77,110.52,,,,
0,0.2917,2,0,1,17,8.71,115.38,,,,
0,0.3846,2,0,0,22,6.45,142.1,,,,
1,0.6071,2,0,0,21,7.35,139.13,,,,
1,0.3667,0,0,0,31,6,130.76,,,,
1,0.6552,1,0,0,19,10.07,164.28,,,,
0,0.3704,0,0,0,30,5.54,90.47,,,,
1,0.5667,0,0,1,27,7.69,223.52,,,,
0,0.6,1,0,0,33,6,171.42,,,,
0,0.4194,0,1,1,26,7.58,138.88,,,,
1,0.3929,0,0,0,24,6.11,126.92,,,,
0,0.5625,1,1,0,22,9.5,213.79,,,,
1,0.5484,1,0,0,14,9.39,275.0,,,,
0,0.4545,1,0,0,22,7.81,126.31,,,,
1,0.5758,1,0,0,23,7.92,124.0,,,,
1,0.5758,0,0,0,27,6.22,135.71,,,,
1,0.5455,0,0,0,21,8.71,136.66,,,,
0,0.4839,0,0,0,21,7.92,152.38,,,,
1,0.5278,1,0,0,16,9.73,160.0,,,,
0,0.5135,0,0,0,22,7.47,115.99,,,,
1,0.3889,1,0,0,25,7.81,136.0,,,,
0,0.4595,1,0,1,24,7.47,163.15,,,,
1,0.6216,1,0,1,19,9.96,156.52,,,,
0,0.4865,1,0,1,26,6.9,116.12,,,,
1,0.3684,0,0,1,21,8.26,163.15,,,,
1,0.6053,1,0,1,23,8.6,111.11,,,,
0,0.4872,0,0,0,17,7.47,183.33,,,,
0,0.375,0,0,0,21,7.69,176.92,,,,
0,0.45,0,0,1,19,9.16,226.66,,,,
0,0.5,1,0,0,32,6.56,216.66,,,,
1,0.575,1,0,0,20,7.24,120.0,,,,
0,0.5366,0,0,0,33,5.09,68.75,,,,
0,0.561,1,0,0,33,5.88,154.54,,,,
0,0.4048,1,0,1,27,7.13,132.14,,,,
1,0.4651,0,0,0,26,7.58,83.33,,,,
0,0.3684,0,0,1,23,7.81,169.23,,,,
1,0.5714,0,0,0,23,7.47,138.88,,,,
1,0.4545,1,0,0,23,8.37,122.22,,,,
0,0.4444,2,0,0,36,3.96,91.3,,,,
1,0.5476,0,0,0,28,5.43,136.84,,,,
0,0.5814,1,0,0,27,7.13,160.0,,,,
0,0.5349,1,0,0,33,4.98,118.75,,,,
0,0.5909,0,0,0,33,4.52,84.21,,,,
0,0.5455,1,0,0,26,4.52,61.9,,,,
0,0.4773,0,0,1,27,6.11,129.16,,,,
0,0.4048,1,0,0,26,6,100.0,,,,
1,0.449,1,0,1,20,7.92,147.61,,,,
0,0.4889,1,0,1,17,8.03,133.33,,,,
0,0.5333,1,0,1,24,9.5,219.04,,,,
0,0.4186,0,0,0,25,5.66,100.0,,,,
0,0.3333,0,0,0,26,7.13,155.55,,,,
0,0.5435,0,0,0,31,6,113.33,,,,
1,0.4318,0,0,0,26,6.11,92.59,,,,
1,0.5745,1,0,1,19,10.98,142.85,,,,
0,0.44,1,0,0,20,7.81,100.0,,,,
1,0.56,1,0,0,29,6.56,162.5,,,,
1,0.5106,1,1,1,15,11.66,178.12,,,,
1,0.4118,0,0,0,19,7.92,160.0,,,,
0,0.5625,0,0,0,28,5.2,100.0,,,,
0,0.5577,1,0,0,29,5.2,158.33,,,,
1,0.5306,0,0,0,25,6.56,110.0,,,,
0,0.5714,0,0,0,24,5.32,100.0,,,,
1,0.3333,1,0,1,23,8.37,196.0,,,,
0,0.4255,0,0,0,30,6,96.29,,,,
1,0.4151,1,0,0,22,5.88,114.28,,,,
1,0.4898,1,0,0,23,6.45,110.0,,,,
0,0.375,1,0,0,31,6,166.66,,,,
1,0.4074,0,0,0,25,7.13,96.0,,,,
0,0.5741,0,0,1,21,8.03,130.0,,,,
1,0.25,0,0,0,23,6.9,100.0,,,,
1,0.449,1,0,0,24,6.67,110.52,,,,
0,0.5192,1,0,0,24,6.56,161.11,,,,
1,0.48,1,1,0,26,9.96,193.1,,,,
0,0.44,0,0,0,29,3.28,47.36,,,,
1,0.5283,1,0,1,26,7.47,160.86,,,,
0,0.2222,1,0,0,22,6.79,150.0,,,,
0,0.3,1,0,1,17,7.13,111.11,,,,
0,0.4909,1,0,1,26,7.47,118.51,,,,
1,0.5185,1,0,0,28,6.22,100.0,,,,
0,0.4717,1,0,1,20,10.52,168.0,,,,
0,0.5,0,0,0,31,4.86,121.42,,,,
1,0.5741,0,0,0,22,5.77,96.42,,,,
1,0.5091,1,0,0,29,7.13,112.9,,,,
0,0.4167,0,0,0,31,7.13,153.84,,,,
0,0.3966,1,0,0,34,5.88,114.99,,,,
0,0.4423,1,0,0,26,5.09,133.33,,,,
0,0.5455,1,0,0,25,5.32,86.95,,,,
1,0.5,0,0,1,16,9.16,146.42,,,,
0,0.5833,2,0,0,22,7.35,106.25,,,,
0,0.5614,0,0,0,31,4.75,118.75,,,,
1,0.569,2,1,1,19,11.2,192.59,,,,
1,0.5082,1,0,1,13,9.39,177.27,,,,
0,0.5593,1,0,0,19,7.69,147.82,,,,
0,0.5,1,0,0,21,8.37,200.0,,,,
1,0.4286,1,0,0,23,6.9,108.33,,,,
1,0.4828,1,0,0,22,6.45,111.11,,,,
0,0.5574,1,0,0,26,6.11,170.83,,,,
1,0.5079,0,0,1,20,9.5,211.11,,,,
0,0.5,0,0,0,28,7.01,106.25,,,,
1,0.569,1,0,0,18,8.37,131.81,,,,
0,0.5846,0,0,1,19,10.18,173.07,,,,
0,0.375,0,0,0,22,7.47,135.48,,,,
