match_won,opposition_win_percentage,home,fifty_plus_t1,fifty_plus_partnerships_t1,dots_t1,run_rate_t1,highest_ind_sr_t1,fours_t2,sixes_t2,wickets_t2,run_rate_t2
1,0.5,0,1,3,35,10.09,195.31,,,,
1,0.5,0,1,1,34,11.18,202.04,,,,
0,0.5,0,0,0,51,6.1,126.08,,,,
0,0.0,1,0,1,41,8.23,126.31,,,,
0,0.5,1,1,1,34,10.41,216.0,,,,
1,0.0,1,1,1,37,8.67,167.85,,,,
0,1.0,0,0,0,48,6.92,168.75,,,,
0,0.6667,1,0,0,58,7.03,220.0,,,,
0,0.3333,0,0,0,38,7.74,114.7,,,,
0,0.0,1,0,0,47,7.47,178.94,,,,
1,0.3333,0,0,1,40,8.12,130.55,,,,
1,0.25,1,2,2,29,9.76,159.25,,,,
1,0.5,1,2,2,36,9.87,176.47,,,,
0,0.5,1,1,0,39,7.63,157.14,,,,
1,0.2,1,0,1,29,7.36,118.91,,,,
1,0.4,1,0,1,40,8.45,125.0,,,,
1,0.8,1,0,1,46,7.41,212.5,,,,
0,0.6667,1,1,1,54,6.76,132.0,,,,
0,0.1667,1,0,0,50,6.7,152.38,,,,
0,0.5714,1,2,1,24,9.21,163.26,,,,
0,0.7143,0,1,1,45,6.87,124.48,,,,
0,0.625,0,0,0,39,7.03,118.51,,,,
0,0.4286,0,0,1,52,7.3,151.61,,,,
1,0.2222,1,2,1,29,9.38,164.58,,,,
1,0.2222,1,2,2,34,9.7,154.34,,,,
0,0.4545,1,1,0,50,6.81,123.8,,,,
0,0.8,1,0,0,48,6.98,94.11,,,,
1,0.6,0,2,1,40,8.72,144.64,,,,
1,0.6364,0,0,0,46,6.27,120.51,,,,
0,0.7273,0,2,1,42,8.72,119.04,,,,
1,0.5833,0,1,1,28,10.85,178.43,,,,
0,0.8333,0,0,1,44,6.43,102.7,,,,
0,0.5385,1,0,1,39,7.2,100.0,,,,
0,0.5385,1,0,1,39,7.25,100.0,,,,
0,0.5714,2,0,0,60,4.9,100.0,,,,
0,0.8,2,0,0,36,7.74,143.33,,,,
1,0.5625,2,0,0,33,8.07,109.09,,,,
1,0.8125,2,1,0,52,6,123.8,,,,
0,0.1429,2,0,0,62,5.23,91.17,,,,
1,0.5556,2,2,2,33,9.16,180.85,,,,
1,0.4667,2,0,1,41,6.98,200.0,,,,
0,0.5882,2,1,1,42,8.29,134.78,,,,
0,0.5882,2,1,1,42,8.34,134.78,,,,
1,0.5333,2,1,2,34,8.72,131.81,,,,
1,0.7778,2,1,1,46,6.76,114.58,,,,
0,0.2941,2,0,1,40,8.34,140.0,,,,
1,0.4375,2,2,1,41,9.21,151.11,,,,
1,0.5294,2,0,0,40,5.67,97.29,,,,
0,0.5556,2,0,1,41,7.58,171.42,,,,
1,0.75,2,1,2,43,8.07,180.0,,,,
1,0.3889,2,0,0,41,7.03,116.12,,,,
1,0.65,2,0,0,48,7.25,184.21,,,,
0,0.619,2,0,1,46,6.81,140.0,,,,
0,0.3333,2,1,1,47,6.49,120.93,,,,
1,0.3,2,0,2,34,8.4,165.38,,,,
0,0.55,2,1,1,41,7.74,163.63,,,,
1,0.5,2,0,0,43,6.98,105.55,,,,
0,0.7391,2,0,0,53,5.18,85.0,,,,
0,0.5833,2,1,1,46,8.4,176.66,,,,
0,0.5833,2,0,1,48,6.65,90.9,,,,
1,0.3478,2,1,1,39,7.47,120.0,,,,
0,0.5909,2,0,0,55,5.89,97.77,,,,
1,0.72,2,0,0,33,8.4,161.53,,,,
0,0.3333,2,1,1,40,7.63,110.71,,,,
1,0.5,2,1,1,42,7.69,127.49,,,,
0,0.5769,2,0,1,51,6.05,115.99,,,,
0,0.5769,2,1,1,42,7.2,113.99,,,,
1,0.3462,2,1,1,43,6.87,130.23,,,,
1,0.7037,2,1,1,37,6.98,145.28,,,,
0,0.2917,2,1,2,32,9.1,144.44,,,,
0,0.3846,2,0,0,35,6.43,106.89,,,,
1,0.6071,2,0,0,48,6,139.13,,,,
1,0.3667,0,1,1,47,8.01,150.0,,,,
1,0.6552,1,2,1,33,10.47,166.66,,,,
0,0.3704,0,0,0,42,6.21,102.17,,,,
1,0.5667,0,1,2,41,8.78,116.27,,,,
0,0.6,1,0,1,53,6.65,97.43,,,,
0,0.4194,0,2,1,34,9.7,147.05,,,,
1,0.3929,0,0,1,40,7.2,169.23,,,,
0,0.5625,1,1,1,33,8.67,194.73,,,,
1,0.5484,1,1,1,32,8.67,139.47,,,,
0,0.4545,1,0,0,45,6.98,113.63,,,,
1,0.5758,1,0,1,43,8.67,146.42,,,,
1,0.5758,0,0,0,46,6.65,161.53,,,,
1,0.5455,0,0,2,33,9,136.66,,,,
0,0.4839,0,1,1,30,8.89,159.57,,,,
1,0.5278,1,1,1,34,8.83,163.26,,,,
0,0.5135,0,1,1,40,7.47,106.12,,,,
1,0.3889,1,1,1,41,8.89,162.96,,,,
0,0.4595,1,0,2,36,8.56,166.66,,,,
1,0.6216,1,2,2,28,12.43,225.49,,,,
0,0.4865,1,1,2,32,9.87,209.52,,,,
1,0.3684,0,1,1,41,7.9,161.11,,,,
1,0.6053,1,1,1,37,8.56,121.73,,,,
0,0.4872,0,0,0,30,7.69,183.33,,,,
0,0.375,0,1,0,38,6.87,123.8,,,,
0,0.45,0,0,2,48,7.74,125.0,,,,
0,0.5,1,0,0,54,5.72,216.66,,,,
1,0.575,1,0,0,35,8.12,135.71,,,,
0,0.5366,0,0,1,52,6.7,97.72,,,,
0,0.561,1,0,0,59,4.96,154.54,,,,
0,0.4048,1,2,2,47,8.12,129.09,,,,
1,0.4651,0,0,1,38,9.43,170.37,,,,
0,0.3684,0,0,1,43,6.54,169.23,,,,
1,0.5714,0,1,1,45,7.2,180.0,,,,
1,0.4545,1,1,1,38,8.67,167.74,,,,
0,0.4444,2,0,0,67,4.47,102.56,,,,
1,0.5476,0,1,1,40,7.96,180.64,,,,
0,0.5814,1,0,0,48,6.7,136.84,,,,
0,0.5909,0,1,1,53,6.76,122.72,,,,
0,0.5455,1,0,1,39,6.6,102.08,,,,
0,0.4773,0,2,2,36,9.6,172.09,,,,
0,0.4048,1,0,1,39,7.52,102.94,,,,
1,0.449,1,1,2,28,9.43,150.0,,,,
0,0.4889,1,0,1,30,8.18,125.0,,,,
0,0.5333,1,1,1,46,8.34,222.22,,,,
1,0.4318,0,0,0,48,6.87,161.11,,,,
1,0.5745,1,1,2,37,10.03,169.04,,,,
0,0.44,1,0,1,37,8.5,126.31,,,,
1,0.56,1,1,2,46,8.18,177.27,,,,
1,0.5106,1,2,1,31,10.8,160.41,,,,
1,0.4118,0,0,1,36,7.74,135.71,,,,
0,0.5625,0,0,0,47,5.5,94.11,,,,
0,0.5577,1,0,0,53,6.7,128.57,,,,
1,0.5306,0,1,0,42,7.03,133.33,,,,
0,0.5714,0,0,0,52,4.58,65.38,,,,
1,0.3333,1,1,2,35,9.21,163.41,,,,
0,0.4255,0,0,0,54,5.78,91.89,,,,
1,0.4151,1,1,2,37,7.52,168.57,,,,
1,0.4898,1,2,1,38,7.9,113.33,,,,
0,0.375,1,0,1,44,6.92,111.11,,,,
1,0.4074,0,0,1,38,8.23,180.0,,,,
0,0.5741,0,1,1,40,7.58,129.41,,,,
1,0.25,0,0,0,44,7.47,225.0,,,,
1,0.25,0,0,0,44,7.58,225.0,,,,
1,0.449,1,1,1,38,7.09,133.33,,,,
