match_won,opposition_win_percentage,home,fifty_plus_t1,fifty_plus_partnerships_t1,dots_t1,run_rate_t1,highest_ind_sr_t1,fours_t2,sixes_t2,wickets_t2,run_rate_t2
1,0.5,0,1,2,32,9.87,185.45,,,,
1,0.5,0,1,1,33,10.56,178.57,,,,
0,0.5,0,0,0,43,6.62,126.08,,,,
0,0.0,1,0,1,40,7.37,133.33,,,,
0,0.5,1,1,1,31,10,206.66,,,,
1,0.0,1,1,1,30,9.12,169.38,,,,
0,1.0,0,0,0,45,6.75,168.75,,,,
0,0.6667,1,0,0,54,6.75,220.0,,,,
0,0.3333,0,0,0,35,7.62,100.0,,,,
0,0.0,1,0,0,43,7.12,100.0,,,,
1,0.3333,0,0,0,38,7.25,124.13,,,,
1,0.25,1,2,2,25,9.93,158.33,,,,
1,0.5,1,1,1,31,9.75,176.47,,,,
0,0.5,1,0,0,35,7.43,141.17,,,,
1,0.2,1,0,1,25,7.62,118.91,,,,
1,0.4,1,0,1,38,8,125.0,,,,
1,0.8,1,0,1,43,7.37,212.5,,,,
0,0.6667,1,0,1,48,6.37,109.52,,,,
0,0.1667,1,0,0,48,5.93,152.38,,,,
0,0.3333,0,0,1,41,6.43,108.33,,,,
0,0.5714,1,1,1,23,8.68,159.09,,,,
0,0.7143,0,1,1,40,6.56,124.48,,,,
0,0.625,0,0,0,34,7.37,111.53,,,,
0,0.4286,0,0,1,51,6.37,120.83,,,,
1,0.2222,1,2,1,26,9.12,164.58,,,,
1,0.2222,1,2,1,33,9.43,143.24,,,,
0,0.4545,1,1,0,47,6.56,123.8,,,,
0,0.8,1,0,0,46,6.62,94.11,,,,
1,0.6,0,1,1,36,8.68,144.64,,,,
1,0.6364,0,0,0,44,5.43,108.82,,,,
0,0.7273,0,1,1,41,7.62,119.04,,,,
1,0.5833,0,1,1,25,10.87,178.43,,,,
0,0.8333,0,0,1,37,6.62,102.7,,,,
0,0.5385,1,0,0,37,6.5,94.73,,,,
0,0.4615,1,0,0,43,6.5,130.0,,,,
0,0.5714,2,0,0,56,4.56,135.29,,,,
0,0.8,2,0,0,32,7.93,148.27,,,,
1,0.5625,2,0,0,31,7,105.0,,,,
1,0.8125,2,0,0,47,5.5,111.76,,,,
0,0.1429,2,0,0,58,4.62,91.17,,,,
1,0.5556,2,2,1,30,8.37,148.71,,,,
1,0.4667,2,0,1,36,6.93,200.0,,,,
0,0.5882,2,1,1,38,8.18,139.53,,,,
1,0.5333,2,1,2,31,8.87,131.81,,,,
1,0.7778,2,0,1,41,6.68,106.97,,,,
0,0.2941,2,0,1,37,7.5,140.0,,,,
1,0.4375,2,2,1,36,9.68,151.11,,,,
1,0.5294,2,0,0,34,5.81,97.05,,,,
0,0.5556,2,0,1,37,7.93,187.5,,,,
1,0.75,2,1,1,42,6.75,157.14,,,,
1,0.3889,2,0,0,41,6.06,113.33,,,,
1,0.65,2,0,0,44,6.5,122.72,,,,
0,0.619,2,0,1,44,6.56,135.48,,,,
0,0.3333,2,1,1,46,5.87,120.93,,,,
1,0.3,2,0,1,31,8.56,165.38,,,,
0,0.55,2,1,1,40,6.93,154.05,,,,
1,0.5,2,0,0,41,6.43,96.87,,,,
0,0.7391,2,0,0,47,5.12,85.0,,,,
0,0.5833,2,0,0,45,7.06,158.82,,,,
0,0.5833,2,0,1,44,6.31,90.9,,,,
1,0.3478,2,0,1,38,7.12,115.38,,,,
0,0.5909,2,0,0,51,5.5,100.0,,,,
1,0.72,2,0,0,32,7.37,157.89,,,,
0,0.3333,2,0,1,37,7.06,159.25,,,,
1,0.5,2,1,1,36,7.87,127.49,,,,
0,0.5769,2,0,1,42,6.5,104.0,,,,
0,0.5769,2,0,0,41,6.56,87.5,,,,
1,0.3462,2,0,1,39,6.56,127.02,,,,
1,0.7037,2,1,1,35,6.18,123.25,,,,
0,0.2917,2,0,2,29,8.75,140.62,,,,
0,0.3846,2,0,0,33,6.25,96.55,,,,
1,0.6071,2,0,0,40,6.25,139.13,,,,
1,0.3667,0,0,1,45,6.43,108.57,,,,
1,0.6552,1,1,1,28,10.62,174.19,,,,
0,0.3704,0,0,0,39,6.06,95.12,,,,
1,0.5667,0,0,2,37,8.68,121.87,,,,
0,0.6,1,0,1,49,6.75,111.53,,,,
0,0.4194,0,1,1,33,8.87,147.05,,,,
1,0.3929,0,0,0,37,6.43,126.92,,,,
0,0.5625,1,1,1,30,9,194.73,,,,
1,0.5484,1,1,1,30,8.37,144.44,,,,
0,0.4545,1,0,0,41,6.75,113.63,,,,
1,0.5758,1,0,0,40,7.75,145.83,,,,
1,0.5758,0,0,0,40,6.68,121.87,,,,
1,0.5455,0,0,1,29,9,136.66,,,,
0,0.4839,0,1,1,29,8.5,157.5,,,,
1,0.5278,1,1,1,30,8.43,148.88,,,,
0,0.5135,0,1,1,37,7.31,106.12,,,,
1,0.3889,1,1,1,38,7.81,140.0,,,,
0,0.4595,1,0,1,34,8.25,166.66,,,,
1,0.6216,1,1,2,26,12.25,223.25,,,,
0,0.4865,1,1,2,32,9.93,209.52,,,,
1,0.3684,0,1,1,33,8.12,160.6,,,,
1,0.6053,1,1,1,33,8.12,121.73,,,,
0,0.4872,0,0,0,29,7.37,183.33,,,,
